q:doc_id,es,okapi-tf,tf-idf,okapi-bm25,laplace,jm,label
54:AP890918-0168,5.640575,0.45847229225629355,2.0088104516057714,5.640765070697253,0,-25.262708921158847,0
54:AP890701-0070,5.5453744,0.4864517413222258,1.76199497958061,5.545599177269899,-35.926806743259675,-21.742889298293022,0
54:AP890926-0076,5.509134,0.6933019273195616,2.197139867421788,5.509390256412933,-36.32848717080929,-24.369542354586166,0
54:AP891122-0201,9.726688,0.9169445845125871,3.4639474083112782,9.72706864090209,-36.328445545045994,-19.591374313910165,0
54:AP891121-0072,12.502242,1.3124507483873606,4.888955709437239,12.502735241746697,-34.53762946878982,-18.617891335099728,0
54:AP891002-0262,6.1853104,0.6526676295853211,2.0702877594712716,6.185598403748509,-35.92503313457747,-20.829794777434657,0
54:AP890505-0086,5.7008934,0.7275320074093411,2.3091007440329,5.7011585119327615,-35.413361305852554,-24.48985294470183,0
54:AP890316-0124,7.59116,0.6526676295853211,2.5563573986595367,7.591448058391617,-35.92503313457747,-20.980551147692882,0
54:AP891103-0031,6.8741903,0.7362817116129776,2.3351090859036665,6.874510432460149,-36.32905602660275,-20.36404587868375,0
54:AP890221-0166,8.430413,0.7636375747579268,2.8847985392464244,8.430742250253434,-36.32894504381545,-20.40324173445006,0
54:AP890407-0161,14.558973,1.4509410028840946,5.4693581083630285,13.424678819030891,-35.00657868839381,-17.39723283572237,0
54:AP890721-0215,9.23353,1.0871743864826093,3.4475537978020814,9.233960188195176,-35.922980436937834,-18.89007979377412,0
54:AP890412-0077,5.647744,0.7175047666381037,2.2772754650215896,5.648006568123516,-36.32840391408366,-24.181123905750397,0
54:AP890614-0275,5.46059,0.5567735379729905,1.7658009520068925,5.460843722917246,-36.330054594649205,-21.058348915835992,0
54:AP890207-0084,10.933895,1.1914951697887193,4.226249922345276,10.934342296390344,-34.824978629826475,-18.771892486809207,0
54:AP890118-0286,7.7354016,0.70925155556258,3.1076075080133796,7.735661854496523,-36.32843166709573,-24.295219309182517,0
54:AP890927-0154,10.630118,1.0063834098487923,4.032450415896442,10.63051557644488,-35.23099855951105,-19.59698332651693,0
54:AP891123-0069,5.4542084,0,1.9230186655923833,5.454392322467956,0,0,0
54:AP890428-0208,11.355849,1.1002984061167993,3.866988938091195,11.356324113486643,-35.23162284203997,-15.557620165935884,0
54:AP891207-0007,6.1853104,0.6526676295853211,2.0702877594712716,6.185598403748509,-35.92503313457747,-20.829794777434657,0
54:AP891216-0028,13.9162445,1.4099205734152602,5.124210180187053,12.819893314732756,-34.82453466172099,-17.875617088625933,0
54:AP890725-0006,11.376909,1.251924529682494,4.452356650219497,11.377373397724838,-34.71939614243514,-18.344356642347847,0
54:AP890317-0265,5.7386174,0.468932555108231,2.054642415060106,5.738810631571908,0,-25.195316683260987,0
54:AP890114-0046,7.532728,0.6648326206348987,2.5099512500790153,7.533022715994308,-36.32938893801787,-20.89600560187523,0
54:AP890902-0051,18.37785,1.878539730617704,6.796483610476741,17.266473690049565,-33.439197605390866,-12.640952235032653,0
54:AP891002-0239,5.9993114,0.4972977662595768,2.1789254602631414,5.999513598439767,0,-24.99873192643684,0
54:AP890203-0052,11.325155,1.1700283837537335,4.288207130216857,11.325606995823563,-34.82553345140288,-19.205098196797934,0
54:AP890303-0002,11.84568,1.2666867407806968,4.5998422736366855,11.84615592116922,-35.41204379650197,-18.083770349540416,0
54:AP891124-0080,6.4871325,0.5526322132342665,2.421375041827917,6.4873511487334605,-36.616335735920174,-25.0828732918555,0
54:AP890329-0139,7.158411,0.6244356214745721,2.35893443202335,7.158690686167896,-36.32961084817916,-21.02691793751488,0
54:AP890608-0155,14.044781,1.3871329115216802,5.150940471201464,12.914142255591193,-35.517210018158124,-17.42175429784517,0
54:AP891115-0246,1.0,0.0,0.0,0.0,-37.71465664424121,-30.805860388951658,0
54:AP890811-0116,15.27529,1.5609774985835987,5.887522286174485,14.09345105431576,-34.82400732155924,-16.28477328204122,0
54:AP890106-0104,12.619844,1.3011466532112208,4.945939661196752,12.620335773335857,-34.314929713178856,-18.75055572580733,0
54:AP891017-0139,9.280253,1.0023376127819956,3.4846272060165244,9.280639985803806,-34.72106033025153,-19.887029299440925,0
54:AP890310-0008,12.676931,1.3655901096245002,5.020047830622415,12.677436345888491,-34.670605978265705,-18.106042063077208,0
54:AP890308-0179,7.244267,0.6448604702199114,2.825475986847683,7.2445107335209045,-36.10584301433603,-24.828477017901974,0
54:AP891101-0055,5.959499,0.5023412557288273,1.8976977674116116,5.959731648024424,-36.33049824268563,-21.526590395444426,0
54:AP890406-0099,5.552481,0.7013074299746415,2.2225100681224124,5.552739377313748,-35.63628308234353,-24.597303355469343,0
54:AP890405-0290,5.5032806,0.6922253551125033,2.1937281075188104,5.503536557837747,-36.61591945228625,-24.046075603633206,0
54:AP891109-0263,8.2803755,0.8241251204218814,2.919001784023009,8.280716224810817,-35.41420751081148,-20.58762263443618,0
54:AP890610-0088,15.314251,1.585322910393117,5.926582559572301,14.178069083928431,-33.46718805708841,-17.39688436532994,0
54:AP891020-0034,10.347866,0.9702365805299624,3.8956701373071216,10.348251645833498,-35.23122044505301,-19.764348879885087,0
54:AP890501-0052,6.972987,0.6108775486125094,2.6765787704748183,6.973221701125121,-36.328820128412296,-24.921768077930675,0
54:AP890817-0091,14.694338,1.4760221164424379,5.527767043013476,13.537499815807841,-35.2295001878795,-16.911368550807587,0
54:AP890503-0147,6.23702,0.833991541586744,2.646990743476079,6.237310047530169,-35.00756351706279,-23.873940555822617,0
54:AP890728-0224,7.664716,0.6997470213559228,3.065963099017548,7.664973716961108,-36.105565603547824,-24.509499415257274,0
54:AP890809-0040,18.385597,1.9213348229096594,6.87607973858439,17.259811406524854,-33.284880460620045,-12.335718639670084,0
54:AP890817-0184,14.434265,1.3464938040991445,4.867651486037799,13.496030251959093,-34.538808489792956,-14.825180647634415,0
54:AP890112-0173,6.4380107,0.5469218083814853,2.3963547273074606,6.43822778300432,0,-24.58293695892575,0
54:AP891130-0041,7.5233927,0.8249371197416056,2.616278705860865,7.523742481374564,-36.3287230597634,-19.964311824971983,0
54:AP891019-0034,7.158411,0.6244356214745721,2.35893443202335,7.158690686167896,-36.32961084817916,-21.02691793751488,0
54:AP891210-0032,14.268305,1.436891015210933,5.286785754475977,13.136005578634244,-35.22961121687545,-17.35206056592323,0
54:AP890427-0221,8.154168,0.7139150077638727,2.7918471311239137,8.154477719979315,-35.924589486541045,-20.742903741329478,0
54:AP891101-0272,8.519848,0.9719969585931787,3.08291890137333,8.520244336031453,-35.2314423059811,-19.840865404448053,0
54:AP890824-0110,6.6604695,0.6012006536966816,2.184452474620909,6.660738337216835,-35.92547668422392,-21.309402604970522,0
54:AP890320-0218,10.990188,1.0305850690069036,3.684172621417802,10.990641391110362,-35.636588638434304,-15.656725331713835,0
54:AP890313-0156,9.349452,0.871056477554755,3.2905956138259147,9.349817310763486,-35.51912437843288,-20.29727820654476,0
54:AP890803-0004,6.263731,0.8395623368333524,2.664671790244872,6.26402223911008,-35.31721921673382,-23.735418086841648,0
54:AP890409-0081,6.1887364,0.5184265207287452,2.2715017479122777,6.188944900785798,-36.32931935704511,0,0
54:AP890303-0154,9.861321,1.0637484312047034,3.7279803121413666,9.861729523502744,-34.825755336944844,-19.557416504054487,0
54:AP890307-0231,6.4871325,0.5526322132342665,2.421375041827917,6.4873511487334605,-36.616335735920174,-25.0828732918555,0
54:AP890904-0030,14.719219,1.5301803822208082,5.59047856682149,13.617753926775226,-33.359418268151416,-17.752330720338882,0
54:AP890211-0046,12.897028,1.350341512493941,5.101193748829333,12.897531153832055,-35.51726553265608,-17.63727685429538,0
54:AP890519-0183,7.8468857,0.7244099463770197,3.1740244636547232,7.847149491591073,-36.10545461768107,-24.34223048830844,0
